respondent_id,h1n1_vaccine,seasonal_vaccine
28286,0.08,0.36
28288,0.1,0.26
28289,0.02,0.02
28290,0.02,0.16
28292,0.1,0.29
28293,0.01,0.09
28295,0.05,0.35
28296,0.52,0.38
28297,0.07,0.07
28298,0.02,0.78
28299,0.15,0.23
28300,0.05,0.32
28301,0.01,0.16
28302,0.16,0.39
28303,0.96,0.99
28304,0.06,0.41
28306,0.03,0.07
28307,0.16,0.82
28308,0.25,0.95
28309,0.0,0.13
28310,0.09,0.47
28311,0.05,0.81
28314,0.04,0.41
28315,0.89,0.94
28316,0.01,0.15
28317,0.12,0.06
28318,0.0,0.11
28319,0.1,0.24
28320,0.82,0.91
28321,0.28,0.95
28322,0.21,0.39
28323,0.17,0.54
28324,0.02,0.92
28325,0.01,0.82
28326,0.32,0.72
28327,0.75,0.75
28328,0.16,0.24
28329,0.09,0.7
28330,0.41,0.43
28331,0.06,0.05
28333,0.07,0.28
28334,0.04,0.09
28335,0.01,0.18
28336,0.06,0.29
28338,0.2,0.15
28340,0.3,0.43
28341,0.37,0.82
28342,0.3,0.28
28343,0.66,0.83
28344,0.04,0.46
28345,0.08,0.45
28346,0.09,0.61
28347,0.41,0.55
28348,0.13,0.49
28350,0.67,0.89
28351,0.12,0.77
28352,0.08,0.5
28353,0.69,0.66
28354,0.02,0.09
28355,0.14,0.43
28356,0.02,0.67
28357,0.05,0.04
28358,0.14,0.55
28359,0.04,0.77
28360,0.32,0.59
28361,0.1,0.2
28364,0.9,0.95
28367,0.03,0.38
28368,0.69,0.89
28369,0.01,0.02
28370,0.41,0.7
28371,0.32,0.25
28372,0.07,0.12
28373,0.05,0.21
28374,0.07,0.11
28375,0.35,0.31
28379,0.04,0.36
28380,0.06,0.29
28381,0.65,0.86
28383,0.01,0.17
28385,0.54,0.91
28387,0.25,0.8
28388,0.58,0.68
28389,0.08,0.07
28390,0.52,0.9
28391,0.09,0.29
28392,0.19,0.51
28393,0.02,0.67
28396,0.09,0.25
28397,0.27,0.48
28399,0.9,0.91
28400,0.01,0.71
28402,0.36,0.44
28403,0.33,0.51
28404,0.08,0.62
28405,0.0,0.13
28406,0.15,0.12
28407,0.36,0.56
28408,0.25,0.9
28409,0.0,0.12
28410,0.81,0.57
28412,0.92,0.86
28413,0.21,0.36
28414,0.97,0.99
28415,0.0,0.13
28416,0.02,0.24
28417,0.12,0.12
28418,0.41,0.52
28419,0.89,0.89
28421,0.05,0.37
28422,0.06,0.16
28423,0.02,0.11
28424,0.16,0.34
28425,0.04,0.16
28427,0.42,0.27
28428,0.09,0.79
28429,0.08,0.06
28430,0.84,0.69
28431,0.89,0.79
28432,0.02,0.23
28433,0.16,0.46
28434,0.06,0.68
28435,0.15,0.59
28437,0.08,0.2
28438,0.01,0.09
28439,0.11,0.22
28440,0.02,0.86
28441,0.84,0.95
28442,0.03,0.82
28443,0.69,0.94
28444,0.35,0.42
28445,0.2,0.2
28446,0.11,0.33
28447,0.06,0.54
28449,0.17,0.38
28450,0.06,0.54
28451,0.04,0.13
28452,0.03,0.08
28453,0.01,0.46
28455,0.83,0.97
28456,0.06,0.49
28457,0.38,0.62
28458,0.19,0.34
28459,0.01,0.14
28460,0.02,0.11
28461,0.2,0.22
28462,0.03,0.35
28464,0.17,0.62
28465,0.76,0.6
28466,0.2,0.11
28467,0.11,0.43
28468,0.07,0.31
28469,0.25,0.21
28470,0.14,0.08
28471,0.1,0.77
28472,0.05,0.26
28473,0.01,0.25
28474,0.03,0.3
28475,0.65,0.51
28476,0.02,0.09
28477,0.01,0.07
28478,0.11,0.39
28479,0.15,0.42
28481,0.02,0.56
28482,0.25,0.62
28483,0.06,0.56
28485,0.01,0.11
28486,0.09,0.18
28487,0.01,0.12
28488,0.12,0.75
28489,0.25,0.4
28490,0.02,0.5
28491,0.16,0.57
28492,0.04,0.52
28495,0.04,0.14
28496,0.05,0.88
28497,0.02,0.14
28498,0.03,0.49
28499,0.26,0.64
28500,0.09,0.23
28502,0.04,0.13
28503,0.27,0.32
28504,0.02,0.21
28505,0.02,0.03
28506,0.67,0.61
28507,0.01,0.08
28508,0.8,0.79
28509,0.01,0.45
28510,0.55,0.43
28511,0.08,0.78
28512,0.04,0.26
28513,0.43,0.39
28514,0.19,0.4
28515,0.02,0.14
28517,0.02,0.16
28518,0.31,0.47
28519,0.05,0.3
28520,0.08,0.08
28521,0.39,0.79
28522,0.28,0.57
28523,0.05,0.38
28525,0.18,0.23
28526,0.17,0.05
28527,0.02,0.3
28529,0.02,0.13
28530,0.15,0.79
28531,0.12,0.12
28532,0.01,0.15
28533,0.11,0.23
28534,0.07,0.09
28535,0.02,0.11
28536,0.06,0.65
28538,0.8,0.82
28539,0.0,0.11
28540,0.15,1.0
28541,0.2,0.57
28543,0.06,0.27
28544,0.49,0.45
28545,0.07,0.71
28547,0.12,0.66
28548,0.02,0.29
28549,0.02,0.37
28550,0.05,0.39
28551,0.46,0.8
28552,0.38,0.44
28555,0.08,0.43
28556,0.04,0.13
28557,0.2,0.84
28558,0.04,0.51
28559,0.01,0.08
28561,0.43,0.83
28562,0.05,0.19
28563,0.04,0.25
28564,0.04,0.08
28565,0.26,0.5
28566,0.06,0.72
28567,0.11,0.12
28568,0.07,0.39
28569,0.17,0.46
28570,0.01,0.24
28571,0.01,0.28
28574,0.24,0.43
28575,0.22,0.73
28576,0.16,0.22
28578,0.0,0.04
28579,0.27,0.67
28580,0.36,0.57
28583,0.05,0.75
28584,0.28,0.76
28585,0.11,0.41
28587,0.24,0.63
28588,0.16,0.49
28589,0.88,0.95
28590,0.05,0.21
28591,0.86,0.95
28592,0.86,0.92
28596,0.04,0.14
28597,0.03,0.78
28598,0.15,0.15
28599,0.09,0.32
28600,0.0,0.24
28602,0.25,0.63
28603,0.27,0.35
28604,0.19,0.4
28605,0.03,0.15
28606,0.19,0.24
28607,0.0,0.09
28609,0.16,0.6
28610,0.47,0.31
28611,0.08,0.25
28613,0.04,0.35
28615,0.01,0.24
28617,0.12,0.03
28618,0.04,0.05
28619,0.17,0.48
28621,0.02,0.78
28622,0.85,0.77
28623,0.21,0.38
28624,0.05,0.56
28625,0.12,0.25
28626,0.06,0.66
28627,0.21,0.67
28628,0.13,0.31
28629,0.02,0.01
28630,0.61,0.92
28632,0.12,0.43
28634,0.61,0.48
28636,0.03,0.54
28637,0.33,0.74
28638,0.11,0.29
28639,0.04,0.9
28640,0.06,0.47
28641,0.02,0.45
28642,0.11,0.53
28643,0.03,0.31
28644,0.17,0.33
28646,0.29,0.21
28649,0.43,0.44
28650,0.24,0.18
28651,0.66,0.85
28652,0.01,0.05
28653,0.06,0.72
28654,0.15,0.84
28655,0.21,0.65
28656,0.6,0.74
28657,0.06,0.35
28658,0.88,0.97
28659,0.01,0.04
28660,0.83,0.29
28661,0.38,0.48
28662,0.03,0.08
28663,0.06,0.27
28664,0.1,0.57
28665,0.31,0.2
28666,0.04,0.13
28667,0.37,0.5
28668,0.34,0.37
28669,0.37,0.82
28670,0.05,0.13
28672,0.02,0.65
28673,0.21,0.84
28674,0.04,0.21
28675,0.61,0.98
28676,0.05,0.49
28677,0.07,0.84
28678,0.06,0.06
28679,0.12,0.57
28681,0.23,0.81
28682,0.77,0.9
28683,0.07,0.29
28684,0.01,0.18
28685,0.04,0.26
28687,0.01,0.06
28688,0.1,0.63
28689,0.73,0.83
28690,0.18,0.46
28691,0.11,0.58
28692,0.13,0.81
28693,0.01,0.88
28694,0.29,0.66
28695,0.08,0.59
28696,0.02,0.27
28697,0.04,0.38
28698,0.87,0.83
28699,0.09,0.04
28700,0.07,0.82
28701,0.07,0.21
28703,0.11,0.48
28704,0.31,0.62
28705,0.36,0.9
28706,0.03,0.27
28707,0.01,0.15
28708,0.23,0.25
28709,0.01,0.1
28710,0.9,0.93
28712,0.1,0.38
28713,0.22,0.27
28714,0.27,0.49
28716,0.03,0.17
28717,0.03,0.7
28718,0.09,0.52
28719,0.02,0.15
28720,0.14,0.37
28721,0.03,0.24
28722,0.06,0.42
28724,0.03,0.63
28725,0.39,0.7
28726,0.19,0.3
28727,0.16,0.18
28728,0.34,0.26
28730,0.44,0.59
28731,0.21,0.28
28732,0.09,0.17
28733,0.06,0.13
28734,0.04,0.32
28735,0.05,0.4
28736,0.08,0.25
28737,0.3,0.86
28738,0.09,0.89
28739,0.2,0.42
28740,0.24,0.82
28741,0.0,0.31
28743,0.04,0.14
28744,0.07,0.76
28745,0.14,0.91
28746,0.31,0.19
28747,0.13,0.74
28748,0.87,0.89
28749,0.14,0.48
28750,0.21,0.35
28751,0.3,0.61
28752,0.3,0.28
28753,0.44,0.18
28754,0.64,0.56
28755,0.17,0.69
28756,0.04,0.3
28757,0.23,0.47
28758,0.01,0.15
28760,0.01,0.2
28762,0.47,0.85
28765,0.12,0.7
28766,0.13,0.73
28767,0.11,0.48
28768,0.1,0.03
28769,0.39,0.71
28770,0.46,0.56
28771,0.37,0.83
28772,0.02,0.54
28773,0.05,0.22
28774,0.87,0.92
28775,0.02,0.43
28776,0.17,0.5
28777,0.03,0.28
28778,0.35,0.47
28779,0.38,0.88
28781,0.41,0.81
28782,0.22,0.9
28784,0.19,0.39
28785,0.04,0.37
28786,0.1,0.19
28787,0.04,0.08
28788,0.01,0.17
28789,0.4,0.59
28790,0.51,0.68
28791,0.81,0.92
28792,0.59,0.74
28793,0.57,0.99
28794,0.06,0.15
28795,0.22,0.29
28796,0.0,0.08
28797,0.59,0.88
28798,0.12,0.87
28799,0.03,0.17
28800,0.16,0.23
28801,0.02,0.16
28802,0.06,0.28
28803,0.03,0.65
28804,0.11,0.91
28805,0.01,0.12
28806,0.74,0.69
28807,0.09,0.28
28808,0.03,0.22
28809,0.01,0.74
28810,0.05,0.27
28812,0.11,0.41
28813,0.2,0.34
28815,0.06,0.2
28816,0.03,0.45
28817,0.01,0.38
28818,0.03,0.15
28821,0.03,0.09
28822,0.03,0.15
28826,0.07,0.26
28827,0.53,0.77
28828,0.04,0.16
28829,0.17,0.23
28830,0.02,0.5
28831,0.13,0.09
28833,0.1,0.49
28834,0.18,0.72
28835,0.19,0.4
28836,0.04,0.61
28837,0.62,0.73
28838,0.14,0.59
28839,0.62,0.89
28840,0.02,0.51
28841,0.03,0.3
28842,0.38,0.36
28843,0.16,0.8
28844,0.03,0.47
28845,0.09,0.1
28847,0.03,0.08
28849,0.08,0.49
28850,0.01,0.31
28851,0.01,0.13
28852,0.16,0.7
28853,0.09,0.13
28854,0.24,0.89
28855,0.08,0.15
28856,0.0,0.46
28857,0.02,0.36
28858,0.1,0.72
28859,0.03,0.1
28860,0.25,0.45
28861,0.79,0.73
28862,0.13,0.51
28863,0.32,0.97
28864,0.7,0.53
28865,0.05,0.76
28866,0.39,0.31
28867,0.07,0.26
28868,0.02,0.05
28871,0.02,0.13
28873,0.05,0.01
28874,0.13,0.76
28875,0.31,0.73
28876,0.19,0.65
28877,0.01,0.07
28878,0.02,0.08
28880,0.56,0.78
28881,0.05,0.21
28882,0.56,0.88
28884,0.11,0.16
28885,0.09,0.44
28886,0.18,0.1
28888,0.02,0.12
28889,0.02,0.13
28890,0.14,0.73
28891,0.1,0.05
28892,0.03,0.06
28893,0.07,0.63
28894,0.03,0.18
28895,0.04,0.22
28897,0.32,0.76
28899,0.05,0.48
28900,0.12,0.36
28901,0.07,0.9
28902,0.3,0.29
28904,0.18,0.68
28905,0.12,0.82
28907,0.0,0.04
28908,0.75,0.89
28909,0.75,0.73
28912,0.07,0.9
28914,0.11,0.82
28915,0.11,0.26
28916,0.03,0.57
28917,0.2,0.69
28918,0.49,0.87
28919,0.36,0.61
28920,0.71,0.56
28921,0.11,0.48
28922,0.14,0.37
28923,0.7,0.7
28927,0.02,0.13
28928,0.41,0.69
28929,0.0,0.09
28930,0.1,0.14
28931,0.19,0.67
28932,0.87,0.32
28933,0.06,0.03
28934,0.15,0.51
28936,0.03,0.19
28938,0.01,0.27
28939,0.13,0.51
28943,0.08,0.49
28944,0.09,0.23
28945,0.09,0.22
28946,0.15,0.26
28947,0.1,0.25
28948,0.05,0.71
28949,0.04,0.47
28950,0.19,0.98
28952,0.02,0.3
28953,0.08,0.75
28954,0.13,0.29
28956,0.08,0.45
28957,0.07,0.29
28958,0.19,0.29
28960,0.22,0.64
28961,0.28,0.2
28962,0.38,0.3
28963,0.0,0.38
28964,0.02,0.59
28965,0.7,0.23
28966,0.1,0.08
28967,0.32,0.94
28968,0.17,0.68
28969,0.15,0.22
28970,0.04,0.2
28972,0.2,0.89
28973,0.04,0.35
28974,0.09,0.02
28976,0.03,0.67
28977,0.06,0.21
28978,0.01,0.3
28979,0.2,0.68
28980,0.14,0.15
28981,0.36,0.87
28982,0.03,0.16
28983,0.0,0.07
28984,0.24,0.65
28985,0.11,0.4
28986,0.56,0.52
28987,0.08,0.2
28989,0.39,0.9
28992,0.11,0.05
28993,0.04,0.31
28994,0.33,0.38
28995,0.27,0.68
28996,0.37,0.64
28998,0.26,0.83
28999,0.08,0.42
29000,0.87,0.98
29001,0.04,0.2
29002,0.13,0.3
29003,0.63,0.68
29004,0.74,0.84
29005,0.09,0.72
29006,0.03,0.08
29007,0.08,0.73
29009,0.06,0.52
29012,0.13,0.45
29013,0.03,0.16
29014,0.38,0.33
29015,0.15,0.03
29016,0.03,0.59
29017,0.12,0.79
29018,0.01,0.08
29019,0.02,0.55
29020,0.06,0.52
29021,0.53,0.6
29022,0.46,0.34
29023,0.82,0.76
29024,0.46,0.49
29025,0.01,0.15
29026,0.55,0.37
29027,0.87,0.82
29028,0.09,0.33
29029,0.01,0.3
29030,0.02,0.24
29031,0.06,0.23
29032,0.6,0.8
29035,0.04,0.17
29036,0.08,0.45
29037,0.1,0.85
29038,0.04,0.21
29039,0.21,0.38
29041,0.15,0.36
29042,0.16,0.18
29044,0.87,0.91
29045,0.27,0.41
29046,0.02,0.21
29047,0.17,0.21
29048,0.65,0.87
29049,0.77,0.79
29050,0.03,0.73
29051,0.63,0.5
29053,0.09,0.68
29054,0.13,0.09
29055,0.05,0.77
29056,0.04,0.58
29059,0.07,0.29
29060,0.25,0.71
29061,0.05,0.55
29062,0.07,0.39
29063,0.84,0.9
29064,0.91,0.94
29065,0.11,0.23
29066,0.27,0.62
29067,0.7,0.89
29068,0.02,0.15
29069,0.03,0.85
29070,0.01,0.68
29071,0.28,0.55
29072,0.06,0.67
29073,0.04,0.21
29075,0.03,0.58
29076,0.65,0.76
29077,0.04,0.76
29078,0.14,0.58
29079,0.36,0.5
29080,0.03,0.26
29081,0.07,0.92
29082,0.05,0.1
29084,0.51,0.83
29085,0.15,0.7
29086,0.92,0.85
29088,0.17,0.71
29089,0.0,0.03
29090,0.03,0.66
29091,0.53,0.84
29093,0.7,0.83
29094,0.01,0.01
29095,0.08,0.47
29096,0.41,0.75
29097,0.06,0.14
29098,0.58,0.74
29100,0.65,0.67
29101,0.16,0.54
29102,0.4,0.76
29103,0.64,0.58
29104,0.05,0.74
29105,0.61,0.89
29106,0.19,0.55
29108,0.62,0.7
29109,0.1,0.54
29111,0.55,0.78
29112,0.57,0.74
29113,0.07,0.08
29115,0.12,0.22
29116,0.18,0.26
29117,0.24,0.48
29119,0.92,1.0
29120,0.09,0.08
29121,0.01,0.1
29122,0.22,0.84
29123,0.02,0.35
29125,0.06,0.33
29126,0.73,0.38
29127,0.27,0.6
29128,0.2,0.68
29129,0.02,0.05
29131,0.01,0.08
29132,0.59,0.51
29133,0.1,0.49
29134,0.03,0.41
29135,0.14,0.88
29136,0.18,0.24
29138,0.02,0.21
29142,0.44,0.71
29143,0.06,0.35
29144,0.9,0.95
29145,0.68,0.54
29149,0.1,0.66
29150,0.03,0.41
29151,0.15,0.43
29152,0.14,0.72
29153,0.08,0.17
29154,0.07,0.27
29155,0.08,0.83
29156,0.16,0.18
29161,0.81,0.64
29162,0.14,0.1
29163,0.01,0.05
29165,0.82,0.83
29167,0.05,0.07
29168,0.28,0.47
29169,0.57,0.91
29170,0.06,0.54
29171,0.34,0.45
29172,0.02,0.32
29173,0.01,0.45
29174,0.52,0.33
29175,0.46,0.65
29178,0.37,0.28
29180,0.08,0.6
29181,0.08,0.6
29182,0.02,0.07
29183,0.16,0.43
29184,0.02,0.14
29186,0.22,0.36
29188,0.03,0.39
29189,0.02,0.05
29190,0.12,0.35
29191,0.11,0.17
29192,0.06,0.21
29193,0.1,0.27
29195,0.51,0.73
29197,0.02,0.13
29198,0.21,0.26
29199,0.01,0.35
29200,0.81,0.39
29201,0.03,0.08
29202,0.45,0.54
29205,0.06,0.85
29207,0.27,0.36
29208,0.32,0.97
29209,0.14,0.18
29211,0.18,0.55
29213,0.03,0.1
29214,0.14,0.68
29215,0.05,0.26
29216,0.68,0.88
29218,0.51,0.77
29219,0.03,0.08
29220,0.02,0.59
29222,0.03,0.06
29223,0.03,0.1
29224,0.61,0.41
29225,0.02,0.75
29226,0.11,0.27
29227,0.07,0.53
29228,0.54,0.76
29229,0.24,0.46
29232,0.06,0.36
29233,0.02,0.21
29234,0.0,0.03
29236,0.58,0.63
29237,0.03,0.28
29238,0.74,0.94
29239,0.02,0.23
29240,0.08,0.37
29241,0.03,0.26
29242,0.06,0.79
29243,0.14,0.56
29244,0.96,0.72
29245,0.14,0.45
29246,0.01,0.8
29247,0.05,0.68
29249,0.55,0.74
29251,0.07,0.42
29252,0.62,0.86
29253,0.11,0.24
29255,0.02,0.04
29256,0.27,0.42
29257,0.02,0.29
29258,0.03,0.18
29260,0.89,0.66
29261,0.03,0.79
29262,0.44,0.35
29263,0.04,0.16
29264,0.78,0.79
29265,0.01,0.15
29266,0.04,0.05
29267,0.66,0.79
29268,0.37,0.22
29269,0.06,0.37
29270,0.05,0.28
29271,0.03,0.5
29273,0.01,0.07
29274,0.07,0.98
29275,0.15,0.54
29276,0.03,0.26
29277,0.42,0.53
29279,0.05,0.28
29280,0.15,0.82
29282,0.06,0.61
29283,0.09,0.66
29284,0.01,0.19
29285,0.03,0.69
29287,0.05,0.27
29288,0.26,0.68
29289,0.79,0.86
29290,0.03,0.17
29291,0.03,0.32
29292,0.65,0.85
29293,0.03,0.26
29295,0.74,0.85
29296,0.09,0.78
29297,0.45,0.91
29298,0.06,0.44
29301,0.01,0.15
29302,0.19,0.73
29303,0.18,0.37
29304,0.06,0.55
29305,0.06,0.18
29306,0.08,0.28
29308,0.25,0.55
29309,0.16,0.74
29311,0.03,0.64
29312,0.04,0.09
29313,0.61,0.74
29314,0.01,0.07
29315,0.09,0.06
29316,0.1,0.13
29317,0.07,0.49
29318,0.46,0.53
29320,0.12,0.58
29321,0.31,0.34
29322,0.02,0.13
29323,0.03,0.0
29324,0.7,0.85
29325,0.88,0.99
29326,0.09,0.49
29327,0.1,0.48
29328,0.45,0.72
29329,0.29,0.54
29330,0.05,0.21
29332,0.01,0.15
29333,0.07,0.2
29334,0.37,0.18
29336,0.03,0.39
29337,0.14,0.13
29338,0.14,0.24
29340,0.02,0.7
29342,0.1,0.75
29343,0.43,0.77
29344,0.0,0.15
29345,0.31,0.69
29346,0.03,0.02
29347,0.29,0.64
29348,0.31,0.76
29349,0.04,0.27
29350,0.07,0.36
29351,0.07,0.07
29353,0.1,0.14
29355,0.01,0.08
29356,0.01,0.13
29357,0.74,0.78
29358,0.52,0.82
29360,0.02,0.07
29362,0.03,0.57
29364,0.53,0.71
29366,0.01,0.16
29367,0.01,0.15
29369,0.15,0.6
29370,0.55,0.5
29371,0.78,0.9
29372,0.07,0.7
29374,0.15,0.21
29375,0.46,0.88
29376,0.28,0.49
29378,0.24,0.17
29379,0.53,0.78
29380,0.18,0.61
29381,0.71,0.89
29382,0.59,0.32
29384,0.75,0.74
29385,0.57,0.8
29386,0.18,0.59
29387,0.13,0.72
29388,0.02,0.44
29389,0.01,0.06
29391,0.09,0.36
29392,0.61,0.91
29393,0.97,0.99
29394,0.01,0.59
29395,0.03,0.34
29396,0.11,0.22
29398,0.18,0.82
29399,0.13,0.05
29400,0.07,0.12
29401,0.44,0.83
29402,0.43,0.86
29403,0.22,0.34
29404,0.34,0.63
29407,0.74,0.78
29409,0.88,0.93
29410,0.02,0.2
29411,0.95,0.93
29412,0.06,0.72
29413,0.01,0.05
29414,0.13,0.68
29415,0.75,0.84
29416,0.25,0.46
29417,0.03,0.64
29418,0.81,0.9
29419,0.95,1.0
29420,0.07,0.33
29422,0.07,0.54
29423,0.2,0.76
29424,0.87,0.47
29425,0.2,0.51
29426,0.92,0.78
29427,0.7,0.84
29428,0.18,0.09
29429,0.07,0.82
29430,0.01,0.58
29431,0.21,0.69
29432,0.19,0.88
29433,0.34,0.79
29434,0.18,0.23
29435,0.06,0.62
29436,0.04,0.28
29438,0.15,0.7
29439,0.02,0.16
29441,0.09,0.69
29442,0.91,0.93
29443,0.1,0.12
29444,0.9,0.88
29445,0.28,0.72
29446,0.1,0.28
29448,0.03,0.1
29449,0.15,0.32
29450,0.08,0.96
29451,0.23,0.46
29452,0.07,0.41
29453,0.05,0.93
29454,0.03,0.19
29455,0.1,0.42
29457,0.17,0.08
29459,0.21,0.75
29460,0.34,0.88
29461,0.07,0.21
29462,0.01,0.02
29463,0.59,0.9
29464,0.23,0.71
29465,0.02,0.61
29467,0.17,0.61
29468,0.02,0.23
29469,0.12,0.66
29470,0.02,0.18
29471,0.38,0.88
29472,0.03,0.32
29473,0.07,0.18
29474,0.17,0.61
29475,0.46,0.71
29478,0.03,0.13
29479,0.03,0.58
29480,0.13,0.71
29481,0.08,0.76
29483,0.08,0.6
29484,0.5,0.3
29485,0.59,0.9
29486,0.82,0.77
29488,0.59,0.72
29489,0.0,0.04
29490,0.04,0.78
29491,0.1,0.27
29492,0.69,0.76
29494,0.03,0.74
29495,0.44,0.88
29496,0.03,0.13
29497,0.01,0.07
29498,0.85,0.8
29502,0.43,0.66
29503,0.31,0.3
29504,0.62,0.5
29506,0.01,0.11
29507,0.02,0.49
29508,0.24,0.41
29509,0.06,0.49
29510,0.06,0.81
29511,0.13,0.47
29512,0.31,0.2
29513,0.25,0.23
29514,0.28,0.16
29515,0.04,0.25
29516,0.11,0.56
29517,0.06,0.43
29518,0.02,0.53
29519,0.01,0.08
29520,0.05,0.06
29521,0.01,0.35
29522,0.13,0.33
29523,0.05,0.26
29524,0.04,0.08
29525,0.02,0.21
29526,0.02,0.39
29527,0.06,0.19
29529,0.8,0.73
29531,0.11,0.48
29532,0.02,0.08
29533,0.02,0.14
29535,0.03,0.37
29536,0.06,0.47
29537,0.63,0.8
29538,0.16,0.13
29539,0.02,0.29
29541,0.13,0.59
29542,0.02,0.1
29543,0.05,0.26
29544,0.76,0.88
29545,0.23,0.69
29546,0.58,0.76
29547,0.07,0.3
29551,0.13,0.25
29552,0.08,0.73
29553,0.47,0.7
29554,0.12,0.51
29556,0.56,0.77
29557,0.09,0.25
29558,0.2,0.69
29559,0.03,0.33
29560,0.42,0.38
29561,0.0,0.02
29562,0.45,0.43
29563,0.06,0.24
29564,0.63,0.88
29566,0.35,0.33
29567,0.19,0.71
29568,0.16,0.92
29569,0.24,0.68
29570,0.07,0.12
29571,0.37,0.85
29572,0.89,0.78
29573,0.36,0.55
29574,0.53,0.55
29575,0.18,0.18
29577,0.77,0.88
29578,0.13,0.33
29581,0.9,0.89
29582,0.73,0.88
29583,0.86,0.87
29584,0.05,0.28
29585,0.09,0.24
29586,0.52,0.77
29588,0.03,0.24
29590,0.02,0.7
29591,0.04,0.33
29593,0.05,0.57
29594,0.05,0.7
29595,0.48,0.83
29596,0.06,0.29
29597,0.07,0.59
29598,0.0,0.32
29601,0.8,0.71
29603,0.29,0.37
29605,0.1,0.15
29606,0.16,0.09
29607,0.05,0.15
29608,0.19,0.57
29609,0.09,0.07
29610,0.09,0.18
29611,0.01,0.28
29612,0.04,0.06
29613,0.45,0.54
29614,0.04,0.04
29615,0.6,0.69
29616,0.04,0.78
29617,0.79,0.77
29618,0.04,0.21
29619,0.15,0.72
29620,0.75,0.75
29621,0.3,0.62
29622,0.03,0.09
29623,0.66,0.71
29625,0.27,0.4
29626,0.01,0.28
29628,0.29,0.52
29629,0.17,0.89
29631,0.2,0.14
29632,0.19,0.79
29633,0.03,0.48
29634,0.88,0.9
29635,0.02,0.08
29636,0.02,0.44
29637,0.31,0.83
29639,0.13,0.63
29640,0.01,0.21
29641,0.12,0.71
29643,0.27,0.6
29644,0.35,0.62
29646,0.11,0.24
29647,0.94,0.91
29648,0.25,0.7
29649,0.07,0.24
29650,0.23,0.76
29652,0.16,0.12
29653,0.05,0.59
29654,0.01,0.25
29655,0.04,0.66
29656,0.1,0.18
29657,0.08,0.76
29658,0.09,0.32
29659,0.04,0.05
29660,0.01,0.06
29661,0.07,0.1
29662,0.7,0.82
29664,0.02,0.09
29665,0.21,0.29
29666,0.02,0.1
29667,0.16,0.83
29668,0.44,0.69
29669,0.05,0.15
29670,0.25,0.26
29672,0.06,0.02
29673,0.36,0.58
29674,0.15,0.55
29675,0.14,0.67
29679,0.04,0.11
29680,0.85,0.78
29681,0.02,0.73
29682,0.15,0.36
29683,0.15,0.35
29684,0.27,0.63
29686,0.18,0.77
29687,0.39,0.5
29688,0.58,0.74
29689,0.01,0.13
29691,0.8,0.76
29692,0.29,0.75
29694,0.01,0.05
29695,0.5,0.51
29696,0.04,0.79
29697,0.06,0.12
29699,0.38,0.48
29700,0.23,0.28
29701,0.17,0.13
29702,0.08,0.14
29704,0.01,0.18
29705,0.27,0.85
29706,0.1,0.2
29707,0.08,0.3
29708,0.55,0.78
29709,0.11,0.25
29710,0.05,0.16
29712,0.15,0.54
29713,0.64,0.37
29714,0.19,0.37
29715,0.12,0.96
29716,0.3,0.76
29717,0.0,0.08
29718,0.11,0.13
29719,0.51,0.83
29720,0.71,0.7
29721,0.02,0.1
29723,0.02,0.09
29724,0.26,0.49
29725,0.07,0.43
29726,0.02,0.61
29727,0.73,0.58
29728,0.06,0.85
29729,0.01,0.17
29730,0.04,0.19
29731,0.13,0.16
29732,0.12,0.06
29733,0.31,0.79
29734,0.06,0.83
29736,0.44,0.77
29737,0.04,0.89
29738,0.07,0.46
29739,0.08,0.18
29740,0.26,0.92
29741,0.25,0.72
29742,0.01,0.12
29744,0.01,0.08
29745,0.12,0.17
29747,0.18,0.19
29748,0.02,0.12
29749,0.03,0.62
29750,0.12,0.16
29752,0.15,0.73
29754,0.04,0.7
29755,0.03,0.08
29756,0.93,0.92
29757,0.23,0.72
29758,0.06,0.73
29759,0.14,0.16
29760,0.03,0.12
29761,0.09,0.63
29763,0.2,0.26
29764,0.58,0.69
29765,0.03,0.14
29766,0.01,0.46
29767,0.11,0.43
29768,0.28,0.37
29770,0.25,0.29
29772,0.17,0.93
29773,0.18,0.89
29774,0.14,0.68
29775,0.38,0.87
29777,0.13,0.39
29778,0.64,0.75
29779,0.02,0.19
29780,0.3,0.54
29781,0.04,0.4
29783,0.18,0.78
29784,0.02,0.0
29785,0.27,0.83
29787,0.06,0.54
29788,0.95,0.9
29789,0.75,0.48
29790,0.06,0.11
29792,0.9,0.67
29793,0.02,0.28
29794,0.06,0.3
29795,0.1,0.23
29796,0.01,0.02
29797,0.57,0.71
29798,0.1,0.68
29799,0.02,0.25
29800,0.17,0.43
29801,0.79,0.84
29803,0.09,0.32
29804,0.72,0.74
29805,0.13,0.31
29806,0.01,0.54
29807,0.87,0.85
29809,0.01,0.06
29810,0.23,0.16
29811,0.03,0.27
29812,0.11,0.38
29813,0.08,0.36
29814,0.14,0.6
29815,0.08,0.82
29816,0.11,0.49
29817,0.05,0.16
29819,0.26,0.76
29820,0.03,0.59
29821,0.25,0.1
29822,0.05,0.34
29823,0.31,0.67
29824,0.21,0.33
29826,0.07,0.41
29827,0.05,0.83
29828,0.44,0.73
29829,0.13,0.25
29830,0.24,0.72
